Iteration,Wolf_ID,X,Y,Fitness,Role
21,30,1.5194,0.301357,55.7891,omega
22,1,0.948284,1.13651,75.5487,omega
22,2,0.78833,1.19381,8.58576,omega
22,3,0.703854,1.52658,1.53858,omega
22,4,0.91038,0.62614,51.3691,omega
22,5,1.43231,1.42883,2.70386,omega
22,6,0.535049,1.5274,123.016,omega
22,7,0.578958,0.781302,80.5181,omega
22,8,1.26354,0.545936,124.746,omega
22,9,1.4653,0.645795,196.185,omega
22,10,0.644495,1.14299,3.89016,omega
22,11,1.55116,1.31842,160.573,omega
22,12,0.889069,0.863624,58.9226,omega
22,13,0.93602,0.836281,12.544,omega
22,14,0.692976,0.888619,17.5383,omega
22,15,1.30518,1.13928,8.56711,omega
22,16,0.709809,0.898579,2.26083,omega
22,17,0.829892,0.949705,255.493,omega
22,18,1.17237,1.43756,52.2811,omega
22,19,1.16463,1.68833,9.0549,omega
22,20,1.19124,0.841385,16.439,omega
22,21,0.730072,0.495696,105.299,omega
22,22,1.33346,1.0567,39.4776,omega
22,23,1.1994,1.2066,0.00762309,omega
22,24,1.03385,1.42312,24.3951,omega
22,25,0.823571,0.813847,20.0056,omega
22,26,1.28395,1.0682,79.3838,omega
22,27,1.41641,0.161272,115.565,omega
22,28,1.12767,0.556421,71.7063,omega
22,29,1.81968,0.859537,67.6755,omega
22,30,0.865545,1.5037,403.162,omega
23,1,0.666795,1.26969,5.63214,omega
23,2,1.15091,1.09238,32.8028,omega
23,3,1.19562,0.878098,106.418,omega
23,4,1.0767,0.741298,4.11483,omega
23,5,1.81795,1.12135,38.9601,omega
23,6,1.25044,1.51853,154.255,omega
23,7,0.900883,1.48961,20.0786,omega
23,8,0.578616,0.945274,110.445,omega
23,9,0.926648,1.05636,225.61,omega
23,10,0.444681,0.468548,53.0684,omega
23,11,0.828609,0.910307,118.605,omega
23,12,1.2383,1.2037,0.547845,omega
23,13,0.661593,0.799665,0.162922,omega
23,14,0.976816,1.05031,16.7736,omega
23,15,0.738393,1.47506,31.9278,omega
23,16,0.735036,0.869926,15.667,omega
23,17,1.00761,0.940368,6.84018,omega
23,18,1.4067,0.843859,0.427942,omega
23,19,0.496935,0.974881,11.0471,omega
23,20,1.26633,1.58011,33.4073,omega
23,21,0.898077,1.39264,0.212062,omega
23,22,1.09345,1.24713,52.1567,omega
23,23,1.24923,1.06236,5.41995,omega
23,24,1.27921,1.34046,12.552,omega
23,25,1.23067,0.887598,1.86928,omega
23,26,1.31271,0.840441,33.7591,omega
23,27,1.05516,0.911477,340.556,omega
23,28,1.39898,1.53171,51.1693,omega
23,29,1.09178,0.404622,601.762,omega
23,30,1.03092,0.969405,56.9501,omega
24,1,0.777189,0.282685,68.1862,omega
24,2,1.4817,1.03757,5.4154,omega
24,3,1.62359,1.8572,30.4434,omega
24,4,0.886696,0.894273,17.4765,omega
24,5,0.98975,1.03657,477.477,omega
24,6,0.930957,1.67649,0.265754,omega
24,7,1.14155,0.615964,45.9803,omega
24,8,0.39163,0.425705,37.4458,omega
24,9,1.50081,0.87319,3.91307,omega
24,10,1.05207,0.309638,7.642,omega
24,11,1.13404,0.608572,5.03418,omega
24,12,0.897239,1.2867,10.9258,omega
24,13,-0.0790133,0.696757,13.2161,omega
24,14,1.09065,1.10969,0.924836,omega
24,15,0.924584,1.45415,86.5284,omega
24,16,0.955997,1.20578,10.9369,omega
24,17,1.10264,1.01053,0.561227,omega
24,18,0.968571,1.34405,128.974,omega
24,19,1.26415,1.18076,53.2422,omega
24,20,0.942383,0.56052,0.12603,omega
24,21,1.07472,1.12471,34.3617,omega
24,22,0.983697,1.27354,0.273836,omega
24,23,0.889873,1.50365,24.8835,omega
24,24,1.03329,0.543944,8.83488,omega
24,25,1.54922,1.19011,39.3608,omega
24,26,0.783272,0.939473,78.0247,omega
24,27,0.805514,1.11693,4.07901,omega
24,28,0.733017,1.70695,18.2581,omega
24,29,0.968442,1.22526,62.0013,omega
24,30,1.10182,1.85582,0.873152,omega
25,1,1.42549,-0.0768847,10.3754,omega
25,2,0.920525,0.740609,134.295,omega
25,3,0.414855,1.78779,61.0475,omega
25,4,1.03684,1.00245,1.18017,omega
25,5,0.953281,0.899159,0.324601,omega
25,6,0.740591,1.01463,65.5833,omega
25,7,1.0168,1.20806,47.2411,omega
25,8,1.80036,0.950157,7.78654,omega
25,9,1.63734,1.10018,190.48,omega
25,10,1.51185,1.14586,63.5562,omega
25,11,1.58576,0.67668,45.916,omega
25,12,1.42369,0.552611,23.2101,omega
25,13,0.775887,1.25149,48.8452,omega
25,14,1.33202,1.35249,0.645326,omega
25,15,1.45565,0.968723,35.9215,omega
25,16,0.929579,0.739158,8.51936,omega
25,17,0.968428,1.38116,4.22454,omega
25,18,1.21601,1.00653,16.4781,omega
25,19,0.892441,1.27515,17.4848,omega
25,20,0.553085,0.980808,10.7332,omega
25,21,1.28464,1.19297,0.0974683,omega
25,22,0.775782,0.81994,9.35626,omega
25,23,1.56027,1.36906,50.6752,omega
25,24,0.895995,1.36284,27.4329,omega
25,25,1.05827,1.10462,146.705,omega
25,26,0.935739,0.942993,10.6719,omega
25,27,0.86676,1.19478,21.9476,omega
25,28,1.04433,0.419676,136.877,omega
25,29,0.868968,0.776283,8.26,omega
25,30,1.19465,0.919288,41.2035,omega
26,1,1.49697,2.59792,444.929,omega
26,2,0.507756,0.993349,1.14605,omega
26,3,-0.0094153,0.609235,261.385,omega
26,4,0.801805,0.676377,0.528147,omega
26,5,1.21593,1.32228,0.011369,omega
26,6,0.829106,1.52137,21.7973,omega
26,7,1.71744,0.625801,3.03398,omega
26,8,-0.0568594,0.864644,525.579,omega
26,9,0.676905,1.0964,250.271,omega
26,10,1.18767,0.735808,130.184,omega
26,11,1.32888,0.703748,338.146,omega
26,12,1.24426,1.26973,217.53,omega
26,13,0.443696,0.796647,42.2339,omega
26,14,0.991318,0.517777,17.8998,omega
26,15,0.991237,0.988567,132.504,omega
26,16,1.01566,0.617357,1.56646,omega
26,17,1.1149,1.02967,19.6532,omega
26,18,1.37292,1.52379,22.3395,omega
26,19,0.947741,0.846636,22.9267,omega
26,20,1.08281,1.48233,45.7494,omega
26,21,0.817045,1.17224,20.9953,omega
26,22,1.01782,1.02065,4.80714,omega
26,23,0.934024,1.59068,113.818,omega
26,24,1.33138,0.957959,31.3747,omega
26,25,0.377614,0.882792,0.026854,omega
26,26,1.4056,0.914655,0.458194,omega
26,27,0.99178,1.50037,19.688,omega
26,28,0.464154,1.10031,45.0193,omega
26,29,0.957143,1.21509,0.0620155,omega
26,30,1.41942,1.34104,25.8345,omega
27,1,0.974358,-0.346688,12.9914,omega
27,2,0.712957,0.948306,54.343,omega
27,3,-0.119055,1.28987,38.1248,omega
27,4,1.13529,1.80726,0.151413,omega
27,5,0.956878,0.862119,2.4871,omega
27,6,0.990824,1.14066,69.5766,omega
27,7,0.73346,0.880199,540.526,omega
27,8,1.20281,1.25414,75.3198,omega
27,9,0.892615,0.641477,40.8344,omega
27,10,1.0572,1.01709,45.5629,omega
27,11,1.23442,0.845637,112.932,omega
27,12,1.23111,1.0716,7.8135,omega
27,13,0.670828,0.659983,36.2832,omega
27,14,1.31365,1.3689,21.6165,omega
27,15,1.06145,0.872947,0.00369721,omega
27,16,0.78277,0.705836,17.1576,omega
27,17,0.81949,1.70513,4.56472,omega
27,18,1.16521,0.910612,13.1795,omega
27,19,0.971985,0.778603,0.268752,omega
27,20,0.786413,0.970551,9.60767,omega
27,21,0.76128,0.713105,25.5037,omega
27,22,0.897682,1.32659,0.0237702,omega
27,23,1.05451,0.459844,51.5974,omega
27,24,1.36131,1.08199,66.4673,omega
27,25,0.547862,0.912669,55.1769,omega
27,26,1.0683,1.2126,112.748,omega
27,27,0.878509,0.980976,26.7018,omega
27,28,0.994307,0.956785,78.5866,omega
27,29,0.768392,0.644721,8.94029,omega
27,30,1.18667,0.87973,45.5626,omega
28,1,1.04698,0.8403,167.978,omega
28,2,0.829563,0.818188,19.4422,omega
28,3,0.982713,0.955656,163.992,omega
28,4,1.38421,1.39429,26.8889,omega
28,5,0.97836,0.948816,0.288059,omega
28,6,1.37565,1.44029,2.52589,omega
28,7,0.550373,0.992932,11.7835,omega
28,8,0.861501,1.82466,3.75119,omega
28,9,1.36887,0.344791,2.42285,omega
28,10,1.55832,1.30588,1.01513,omega
28,11,0.838539,1.04334,46.0438,omega
28,12,0.968665,0.355533,19.7691,omega
28,13,0.67343,0.405378,4.51721,omega
28,14,1.13365,0.971284,12.8281,omega
28,15,0.492598,0.873501,6.44214,omega
28,16,0.65365,0.742728,0.914073,omega
28,17,0.88456,1.2751,106.859,omega
28,18,1.30579,0.792927,20.0179,omega
28,19,1.30362,0.971248,2.76142,omega
28,20,1.45929,0.843922,12.4434,omega
28,21,1.19883,1.04639,1.84073,omega
28,22,0.804016,1.16575,27.1291,omega
28,23,1.06696,0.977144,42.5318,omega
28,24,0.345103,0.747326,59.6001,omega
28,25,1.25564,1.35753,37.722,omega
28,26,0.725613,1.22327,0.513475,omega
28,27,0.795399,0.646155,4.39113,omega
28,28,0.949191,1.27937,0.101543,omega
28,29,0.944994,0.906871,0.348427,omega
28,30,1.05715,1.03216,27.9606,omega
29,1,1.23827,0.956949,6.54945,omega
29,2,0.854988,1.22549,1.71938,omega
29,3,1.36161,1.23519,0.0104384,omega
29,4,0.937513,1.36974,27.3687,omega
29,5,0.931101,0.783295,0.0074793,omega
29,6,0.473468,1.04589,20.5833,omega
29,7,1.43753,1.15313,47.8152,omega
29,8,0.795777,1.36247,117.195,omega
29,9,0.749394,1.05298,233.927,omega
29,10,1.87232,1.3615,126.309,omega
29,11,0.931909,0.706684,11.5994,omega
29,12,0.704822,0.474097,33.964,omega
29,13,0.993154,1.0181,0.338288,omega
29,14,1.04758,0.157664,9.8705,omega
29,15,0.960499,1.27217,40.0544,omega
29,16,1.35582,1.38872,10.0721,omega
29,17,0.959087,0.890765,24.2838,omega
29,18,1.3663,1.21988,83.2992,omega
29,19,1.6971,0.568384,53.1155,omega
29,20,0.725467,1.49656,165.489,omega
29,21,1.08586,1.16616,15.3121,omega
29,22,0.512823,0.795515,27.0067,omega
29,23,1.14984,1.03845,2.60484,omega
29,24,0.937262,1.28175,39.8961,omega
29,25,0.794688,0.0593454,4.8662,omega
29,26,0.871446,1.04226,48.6215,omega
29,27,1.05193,0.945756,0.0600753,omega
29,28,0.888817,0.781677,14.3215,omega
29,29,1.12075,0.660267,0.0222277,omega
29,30,1.48111,1.01357,0.732613,omega
30,1,0.812235,0.693713,33.2761,omega
30,2,0.947217,1.27493,24.4731,omega
30,3,1.71211,0.496081,38.4203,omega
30,4,1.22883,1.06927,24.093,omega
30,5,1.29917,0.801192,0.704555,omega
30,6,1.54597,0.799021,67.7997,omega
30,7,0.572709,1.12008,83.6165,omega
30,8,1.03372,1.27381,53.2171,omega
30,9,0.986641,0.854996,24.2096,omega
30,10,0.935727,1.58724,460.472,omega
30,11,1.03154,0.991171,2.62161,omega
30,12,1.19876,0.869065,0.138557,omega
30,13,1.13728,0.613149,0.100799,omega
30,14,0.88761,1.557,88.3171,omega
30,15,0.766113,1.23219,12.2246,omega
30,16,0.88386,0.878662,20.3337,omega
30,17,0.462227,1.65055,0.0862504,omega
30,18,0.680927,0.485131,41.981,omega
30,19,1.03999,0.707151,534.912,omega
30,20,0.694138,0.659835,94.2159,omega
30,21,1.20626,0.28284,0.0241021,omega
30,22,0.600723,0.856996,28.5959,omega
30,23,1.25671,1.57413,8.07022,omega
30,24,1.08181,1.37292,16.268,omega
30,25,0.982012,1.12305,32.7816,omega
30,26,0.94642,1.23463,8.01632,omega
30,27,0.726987,0.962811,2.58871,omega
30,28,1.02228,0.782798,0.0192829,omega
30,29,1.4894,1.00595,35.5131,omega
30,30,1.04976,0.923067,139.495,omega
31,1,0.915612,1.19305,0.150765,omega
31,2,0.927315,0.957806,14.2693,omega
31,3,1.0553,0.756531,593.546,omega
31,4,1.1062,1.11107,19.478,omega
31,5,0.855766,0.408152,78.7043,omega
31,6,0.801084,1.33366,253.424,omega
31,7,1.41677,0.829617,62.9231,omega
31,8,1.00578,0.658459,4.21329,omega
31,9,1.09463,0.85678,1.40355,omega
31,10,0.613071,1.59755,50.6497,omega
31,11,1.2662,1.93416,0.532579,omega
31,12,0.301124,0.90868,32.2973,omega
31,13,1.12574,1.04466,46.2924,omega
31,14,1.10936,0.738737,59.1718,omega
31,15,-0.129684,1.44384,41.6905,omega
31,16,0.978548,1.06947,0.96323,omega
31,17,0.707407,0.457106,206.758,omega
31,18,0.715516,1.02365,0.147902,omega
31,19,0.783281,0.707421,14.0207,omega
31,20,1.19903,0.926416,3.26219,omega
31,21,0.581463,0.266394,137.455,omega
31,22,1.46753,0.999122,24.7737,omega
31,23,1.07382,1.28917,0.0686107,omega
31,24,1.02085,1.35522,4.11174,omega
31,25,1.05332,1.44091,2.51911,omega
31,26,1.01691,1.18934,11.4896,omega
31,27,0.551018,0.959304,18.9363,omega
31,28,0.678645,1.39607,6.8784,omega
31,29,1.58482,1.22698,147.221,omega
31,30,1.01163,0.632416,3.20436,omega
32,1,1.02015,1.08618,12.589,omega
32,2,0.904872,0.902735,0.963562,omega
32,3,1.29492,1.41194,12.7576,omega
32,4,0.824721,0.657789,1.27953,omega
32,5,0.95962,1.45511,10.5303,omega
32,6,0.439745,1.69865,47.916,omega
32,7,0.539174,0.995481,138.854,omega
32,8,0.919034,0.907652,12.4699,omega
32,9,0.769087,0.827135,11.6674,omega
32,10,0.884518,1.26866,149.403,omega
32,11,1.04002,1.63199,11.0202,omega
32,12,1.18381,1.46539,67.4016,omega
32,13,0.885678,0.820841,4.97249,omega
32,14,1.08406,1.15676,24.2127,omega
32,15,1.87451,1.59561,204.915,omega
32,16,0.691201,1.22996,1.25292,omega
32,17,1.08316,1.38904,0.273261,omega
32,18,0.991591,0.719687,26.2637,omega
32,19,1.11766,1.59326,0.928531,omega
32,20,0.954417,1.75931,26.1776,omega
32,21,1.09269,1.02567,0.689332,omega
32,22,0.989867,1.70411,133.512,omega
32,23,0.908323,0.352872,1.85743,omega
32,24,1.00445,1.51534,9.80348,omega
32,25,1.28545,1.45364,10.9871,omega
32,26,0.975222,1.12648,2.41019,omega
32,27,1.28414,0.990204,43.1936,omega
32,28,0.494577,0.854939,87.6208,omega
32,29,1.01048,0.843231,165.385,omega
32,30,1.48182,1.04715,15.2872,omega
33,1,0.682901,0.773424,0.207144,omega
33,2,0.952765,0.959413,0.713685,omega
33,3,1.26523,0.8376,7.10276,omega
33,4,0.868394,0.835746,0.0807895,omega
33,5,0.532121,0.928587,28.5424,omega
33,6,0.775576,0.920216,226.899,omega
33,7,1.19984,1.10867,49.8827,omega
33,8,0.971484,1.045,0.403804,omega
33,9,1.46914,1.31596,5.60595,omega
33,10,0.536246,0.885039,23.6607,omega
33,11,0.989932,1.30882,30.2888,omega
33,12,0.914078,1.27468,0.443364,omega
33,13,0.236988,0.787264,0.145685,omega
33,14,1.23746,0.885231,0.0410504,omega
33,15,0.595662,1.66421,368.701,omega
33,16,1.27518,1.03728,56.6762,omega
33,17,0.856669,0.767727,4.66414,omega
33,18,0.787021,0.745213,6.94678,omega
33,19,1.26668,1.0977,11.8544,omega
33,20,1.1323,0.84411,71.9807,omega
33,21,1.04252,0.827211,2.84145,omega
33,22,1.26831,0.508011,52.4579,omega
33,23,1.12329,0.943249,22.3036,omega
33,24,1.2817,0.899354,25.6458,omega
33,25,1.33898,0.515163,4.03118,omega
33,26,0.906981,1.52797,3.07793,omega
33,27,1.02585,0.76809,43.4845,omega
33,28,0.86996,0.88889,37.506,omega
33,29,0.85222,0.75753,3.163,omega
33,30,1.05976,1.40957,132.171,omega
34,1,1.01091,1.23853,9.52979,omega
34,2,1.09252,0.620766,0.269031,omega
34,3,0.859182,0.979907,58.3194,omega
34,4,0.348712,0.827678,0.683788,omega
34,5,1.27631,0.942451,41.8775,omega
34,6,1.14091,0.935783,10.2072,omega
34,7,1.03328,0.818806,10.9923,omega
34,8,0.957538,0.947001,1.02539,omega
34,9,1.0175,1.05527,71.1876,omega
34,10,0.305537,0.798428,35.9133,omega
34,11,1.06801,0.873847,10.8147,omega
34,12,1.14868,1.23873,19.2919,omega
34,13,0.44381,0.950854,54.033,omega
34,14,1.20466,0.913544,41.7994,omega
34,15,1.20272,1.12573,171.615,omega
34,16,1.25009,0.992726,34.7445,omega
34,17,0.665399,0.690081,0.135098,omega
34,18,0.938767,0.716341,1.62819,omega
34,19,1.03568,0.809134,25.7524,omega
34,20,1.47515,0.836175,19.2009,omega
34,21,1.01911,1.07219,6.7431,omega
34,22,1.26951,0.516111,121.206,omega
34,23,0.81862,0.414292,10.1621,omega
34,24,0.968505,0.934523,55.3431,omega
34,25,1.34976,0.138328,163.365,omega
34,26,1.11393,0.983383,49.7616,omega
34,27,1.27108,0.730619,8.08153,omega
34,28,1.33515,1.13099,1.76088,omega
34,29,0.899431,1.3249,0.119504,omega
34,30,0.74074,0.74247,8.21013,omega
35,1,0.991893,1.56534,4.69126,omega
35,2,0.577121,0.751685,32.8226,omega
35,3,0.823956,1.11194,5.86235,omega
35,4,0.982956,0.809491,50.2787,omega
35,5,0.802096,0.739445,47.2077,omega
35,6,0.922185,0.984207,13.4076,omega
35,7,0.341697,1.17443,6.19453,omega
35,8,0.637752,0.595214,0.0925365,omega
35,9,1.14838,0.853228,0.0401431,omega
35,10,0.307004,0.637708,50.1955,omega
35,11,1.09131,0.748201,7.12316,omega
35,12,1.01912,0.977948,0.673972,omega
35,13,1.11248,1.47288,57.144,omega
35,14,0.905786,0.744249,28.9498,omega
35,15,1.17855,0.945743,10.3326,omega
35,16,0.920014,0.470819,32.5523,omega
35,17,1.2559,1.38356,6.22891,omega
35,18,0.985678,0.872869,2.72433,omega
35,19,1.16962,1.15358,6.9445,omega
35,20,0.512368,0.655165,179.757,omega
35,21,0.704694,0.79386,0.113233,omega
35,22,0.915993,1.06794,120.097,omega
35,23,1.29547,0.394689,6.57866,omega
35,24,0.936522,0.820183,0.0022028,omega
35,25,1.09547,1.22819,283.545,omega
35,26,1.22637,1.00386,6.64172,omega
35,27,1.61958,1.3146,78.4006,omega
35,28,1.54625,0.817805,42.5742,omega
35,29,0.925822,0.963175,26.6283,omega
35,30,1.14305,0.445027,3.8221,omega
36,1,0.801362,0.496934,33.8125,omega
36,2,0.77314,1.10289,17.7028,omega
36,3,0.713732,0.799831,18.7831,omega
36,4,0.990363,0.823682,2.45613,omega
36,5,0.944115,0.743247,0.962434,omega
36,6,1.29686,1.0778,1.79581,omega
36,7,0.463155,0.766525,112.3,omega
36,8,1.35914,1.66645,3.68395,omega
36,9,0.907199,1.06142,21.6955,omega
36,10,1.13103,0.967019,30.0148,omega
36,11,1.29732,0.697945,19.6126,omega
36,12,1.21773,0.907181,0.368212,omega
36,13,1.44398,1.19879,5.54755,omega
36,14,0.55038,1.05453,0.589517,omega
36,15,0.926291,1.15268,19.6787,omega
36,16,0.84843,1.28326,14.1144,omega
36,17,1.212,1.06075,3.81833,omega
36,18,0.798579,0.961986,0.974205,omega
36,19,0.957485,0.839467,4.62681,omega
36,20,0.795291,0.966507,15.6547,omega
36,21,1.09816,0.943751,8.92397,omega
36,22,0.944174,0.939412,5.24622,omega
36,23,0.564629,0.710384,164.837,omega
36,24,0.666804,0.923442,0.32768,omega
36,25,0.94841,1.21142,0.0883124,omega
36,26,1.07008,0.882781,25.0625,omega
36,27,0.860941,0.417396,171.587,omega
36,28,1.40511,0.894667,247.754,omega
36,29,0.469053,0.951525,1.12968,omega
36,30,1.17262,1.13193,74.245,omega
37,1,1.15522,1.20031,2.14911,omega
37,2,1.0166,0.942514,25.5685,omega
37,3,0.753684,0.983447,8.51621,omega
37,4,1.08407,1.25828,2.46927,omega
37,5,0.97141,1.11818,2.19668,omega
37,6,0.507073,0.933072,36.5758,omega
37,7,0.974605,0.652915,30.76,omega
37,8,1.30984,1.51126,3.39821,omega
37,9,1.27192,0.982357,5.69236,omega
37,10,1.06346,1.18459,9.76522,omega
37,11,1.74116,1.08582,97.1301,omega
37,12,0.958045,0.716623,33.1898,omega
37,13,0.753268,0.751831,78.7498,omega
37,14,1.47992,1.04052,56.6937,omega
37,15,0.864001,0.684455,8.68829,omega
37,16,0.905606,1.12247,31.7676,omega
37,17,1.66434,0.948996,16.7075,omega
37,18,1.1866,0.785408,10.5549,omega
37,19,0.869763,0.943846,0.599519,omega
37,20,1.0888,0.785958,11.1987,omega
37,21,0.992431,0.507266,6.88472,omega
37,22,0.939535,1.0341,0.233019,omega
37,23,1.0293,0.758862,15.5229,omega
37,24,1.22077,0.690783,23.0373,omega
37,25,0.762785,1.29597,9.73294,omega
37,26,0.987515,0.76061,6.88475,omega
37,27,0.611855,0.998535,10.5055,omega
37,28,1.15022,0.828942,116.734,omega
37,29,0.816625,0.952447,53.7933,omega
37,30,1.09459,0.857058,5.93993,omega
38,1,1.08901,1.09766,1.82581,omega
38,2,1.0541,0.59187,0.827764,omega
38,3,1.13942,1.02977,17.317,omega
38,4,1.09546,1.06644,0.697197,omega
38,5,1.16961,1.3633,3.04717,omega
38,6,1.52872,0.957016,45.9336,omega
38,7,0.952981,1.28342,8.81794,omega
38,8,1.30877,1.08921,4.27471,omega
38,9,1.45571,0.602639,40.4497,omega
38,10,0.729925,1.67043,0.291687,omega
38,11,1.38774,1.27272,379.167,omega
38,12,0.895619,0.488821,4.05102,omega
38,13,1.16522,1.29675,3.46185,omega
38,14,1.08497,0.983212,132.398,omega
38,15,1.16364,0.893182,0.403431,omega
38,16,1.22202,0.551691,9.15016,omega
38,17,1.54351,0.975791,332.052,omega
38,18,1.23861,1.12874,38.7983,omega
38,19,0.769356,0.811971,3.52728,omega
38,20,0.566595,0.866534,15.97,omega
38,21,1.00391,0.234578,22.8154,omega
38,22,0.5997,0.611754,2.29498,omega
38,23,1.10317,1.38162,9.03678,omega
38,24,0.637817,0.945734,63.9667,omega
38,25,1.28994,0.965348,51.0538,omega
38,26,0.764565,0.999062,4.60441,omega
38,27,0.844727,0.82897,39.1093,omega
38,28,0.661531,1.16651,24.4334,omega
38,29,0.995131,0.927075,8.18868,omega
38,30,0.919151,1.22717,11.6419,omega
39,1,0.890509,1.19862,0.787332,omega
39,2,1.08085,0.869798,26.9662,omega
39,3,0.996339,1.07262,7.22928,omega
39,4,1.53107,1.20617,1.79395,omega
39,5,1.09442,0.553372,0.0309592,omega
39,6,0.798048,0.925557,190.714,omega
39,7,1.3182,1.33316,14.0831,omega
39,8,0.992487,1.15297,38.9925,omega
39,9,0.461216,1.06786,230.17,omega
39,10,1.2751,0.866276,129.495,omega
39,11,0.653848,0.929881,42.8046,omega
39,12,0.898214,1.10342,9.82741,omega
39,13,1.10476,1.23599,0.399206,omega
39,14,1.05169,0.732244,3.76869,omega
39,15,1.0995,1.32473,21.2667,omega
39,16,1.03165,0.62252,88.7198,omega
39,17,1.21622,0.665754,198.161,omega
39,18,1.04458,1.25015,16.4934,omega
39,19,1.10496,0.644394,4.89593,omega
39,20,1.43881,1.15414,29.9453,omega
39,21,0.928576,1.08436,59.7916,omega
39,22,0.804541,0.845778,6.51639,omega
39,23,1.1241,1.30787,2.72135,omega
39,24,0.733434,0.669207,29.1751,omega
39,25,0.609505,1.13402,48.8881,omega
39,26,1.07216,1.28221,17.2366,omega
39,27,0.959994,1.12889,1.35598,omega
39,28,0.800153,1.06097,53.242,omega
39,29,0.747182,0.637837,0.399582,omega
39,30,0.833503,0.955708,14.6242,omega
40,1,1.23917,1.11434,16.4642,omega
40,2,0.971693,0.737851,8.91267,omega
40,3,0.700728,1.23248,0.63895,omega
40,4,0.791566,0.797403,129.787,omega
40,5,0.970053,1.24945,41.5325,omega
40,6,0.791314,0.87611,8.37414,omega
40,7,0.708216,1.14195,16.4623,omega
40,8,1.27612,0.85501,2.82032,omega
40,9,0.844714,0.861444,73.416,omega
40,10,0.859991,1.28962,57.7763,omega
40,11,1.10946,1.12731,25.3568,omega
40,12,0.822348,1.39473,8.80934,omega
40,13,0.650061,0.74941,0.0349624,omega
40,14,1.21714,1.21844,13.9757,omega
40,15,1.10795,1.18271,1.35146,omega
40,16,1.27947,1.39219,19.5172,omega
40,17,0.796963,0.948306,66.2142,omega
40,18,0.89805,0.871429,2.53032,omega
40,19,0.896261,1.53371,33.2501,omega
40,20,0.539322,1.04366,84.1028,omega
40,21,1.43758,0.714875,4.9383,omega
40,22,0.976109,0.876096,3.97809,omega
40,23,0.771135,1.04534,0.211476,omega
40,24,0.390295,1.0697,1.79453,omega
40,25,1.83744,0.616188,58.2961,omega
40,26,0.869058,0.992223,1.76563,omega
40,27,0.921642,0.800677,4.29916,omega
40,28,1.23726,1.14976,17.7408,omega
40,29,0.755527,1.28813,0.696847,omega
40,30,1.15925,0.696654,6.83879,omega
41,1,0.330235,0.978483,17.7975,omega
41,2,1.29736,0.811583,4.2583,omega
41,3,0.769377,1.03236,55.0654,omega
41,4,0.83008,0.938347,2.96164,omega
41,5,0.888405,0.701792,9.5146,omega
41,6,1.04759,1.29069,6.29019,omega
41,7,1.02961,1.426,41.0936,omega
41,8,1.36145,1.2397,59.9038,omega
41,9,0.718838,0.973308,2.21166,omega
41,10,0.406857,0.955517,30.2736,omega
41,11,1.11036,1.37483,1.08484,omega
41,12,1.15793,0.730662,51.6517,omega
41,13,0.401615,0.643932,10.8043,omega
41,14,1.15275,0.931445,6.96387,omega
41,15,0.991597,0.793988,0.212667,omega
41,16,0.890417,0.968892,6.0729,omega
41,17,0.743973,0.542302,9.84789,omega
41,18,0.884256,0.746313,0.43204,omega
41,19,0.973458,1.36908,53.3628,omega
41,20,0.651132,0.782392,56.8819,omega
41,21,0.936105,1.16365,182.918,omega
41,22,1.25749,0.752067,0.588751,omega
41,23,1.30508,1.35089,20.3644,omega
41,24,0.954066,0.898825,84.5278,omega
41,25,0.772577,1.29535,762.462,omega
41,26,1.46664,0.977333,5.63223,omega
41,27,0.937871,1.14738,0.243772,omega
41,28,0.947914,0.914265,14.577,omega
41,29,0.462493,0.923297,51.5138,omega
41,30,0.906619,1.18692,41.9142,omega
42,1,1.36049,1.45148,76.0392,omega
42,2,0.793636,0.903488,76.0506,omega
42,3,0.954286,0.647443,19.4503,omega
42,4,1.13446,1.1689,6.24462,omega
42,5,1.18397,1.38019,0.777568,omega
42,6,0.994192,1.46319,3.73682,omega
42,7,1.08351,1.05414,13.3901,omega
42,8,0.911549,1.06964,37.8118,omega
42,9,1.18775,1.22702,20.9256,omega
42,10,0.90956,0.957973,62.7594,omega
42,11,1.18337,1.06025,2.02645,omega
42,12,0.975368,1.12161,37.2528,omega
42,13,0.84795,0.898736,23.6519,omega
42,14,1.02164,1.19258,15.8141,omega
42,15,1.03477,0.676838,3.58267,omega
42,16,0.841355,1.06362,3.11133,omega
42,17,1.35134,0.807774,0.0780805,omega
42,18,1.30359,0.913579,0.140096,omega
42,19,0.73026,0.861753,17.7636,omega
42,20,1.10514,1.11293,12.9681,omega
42,21,0.946558,0.926276,8.2617,omega
42,22,1.27419,0.891338,68.8266,omega
42,23,1.18647,1.11546,12.5086,omega
42,24,0.998552,1.04952,0.0151465,omega
42,25,1.13305,0.818712,48.8381,omega
42,26,0.819629,1.30009,137.972,omega
42,27,0.923451,1.06561,7.17421,omega
42,28,0.82032,1.3996,0.0274392,omega
42,29,0.762909,0.833958,50.6133,omega
42,30,0.91931,1.42172,13.3285,omega
43,1,1.21621,0.7348,16.0868,omega
43,2,1.05009,0.890691,7.52989,omega
43,3,0.942471,0.900509,6.93049,omega
43,4,1.48853,0.92478,1.41308,omega
43,5,0.817518,1.17981,0.0804865,omega
43,6,1.02258,1.22716,22.541,omega
43,7,1.04993,0.733016,1.44348,omega
